season,week,start_date,home_team,away_team,venue,conference_game,wx_temp_f,wx_wind_mph,wx_precip_mm,predicted_total_points,predicted_home_points,predicted_away_points,wx_adjust_total,predicted_win_margin,prediction_confidence,weather_temp,weather_wind,weather_adjustment,enrichment_failed,weather_debug_reason,home_conference,away_conference,start_date_api,neutral_site
2025,3,2025-09-13 17:00:00+00:00,Calvin University,Concordia-Wisconsin,Grand Rapids Christian High School,False,,,,48.720420159170416,19.59009154269699,30.05079587174271,0.0,-10.460704329045722,medium,,,,False,,,,,
2025,3,2025-09-13 17:00:00+00:00,Kalamazoo,Bethany (WV),Angell Field,False,,,,46.244534076971625,34.05324492997457,15.02187141050621,0.0,19.03137351946836,medium,,,,False,,,,,
2025,3,2025-09-13 17:00:00+00:00,Olivet College,Madonna University (Mich.),Cutler Field,False,,,,39.70994969181291,26.977384420245368,10.679031227804916,0.0,16.29835319244045,medium,,,,False,,,,,
2025,3,2025-09-13 17:00:00+00:00,Biddeford,Worcester Polytechnic Institute,Blue Storm Stadium,False,62.6,6.337984199999999,0.0,47.81381591643012,27.4393335805528,17.587242620420497,-0.1204185779999999,9.852090960132305,medium,,,,False,,,,,
2025,3,2025-09-13 17:00:00+00:00,Lebanon Valley,FDU-Florham,Arnold Field (PA),True,67.46,3.2311292000000003,0.0,47.474347514570844,22.683624845188355,24.08245422549079,0.0,-1.398829380302434,medium,,,,False,,,,,
2025,3,2025-09-13 17:00:00+00:00,Wooster,Saint Vincent,John P. Papp Stadium,False,,,,55.62323960371256,37.184527606086405,15.776656616282567,0.0,21.40787098980384,medium,,,,False,,,,,
2025,3,2025-09-13 17:00:00+00:00,Wabash College,Case Western Reserve,Little Giant Stadium,False,,,,59.70797568330644,30.15616572798032,22.58812554789136,0.0,7.56804018008896,medium,,,,False,,,,,
2025,3,2025-09-13 17:00:00+00:00,Wittenberg,Washington and Lee,Edwards-Maurer Field,False,68.72,7.5185891,0.0,51.02288906862343,25.13429144532634,25.49213050321501,-0.226673019,-0.3578390578886683,medium,,,,False,,,,,
2025,3,2025-09-13 17:00:00+00:00,Grove City College,University of Mount Union,Robert E. Thorn Field,False,,,,62.03991048908924,21.28920480472421,38.04547699738438,0.0,-16.756272192660163,medium,,,,False,,,,,
2025,3,2025-09-13 17:00:00+00:00,Hampden-Sydney,Washington & Jefferson,Lewis C. Everett Stadium,False,,,,55.22611443478352,22.01932762669808,34.860744233180114,0.0,-12.841416606482031,medium,,,,False,,,,,
2025,3,2025-09-13 17:00:00+00:00,Dickinson (PA),Waynesburg,Biddle Field,False,,,,47.27256296948779,27.057047296422475,20.557950999915057,0.0,6.4990962965074175,medium,,,,False,,,,,
2025,3,2025-09-13 17:00:00+00:00,Nichols College,Merchant Marine Academy,Vendetti Field,False,,,,56.479098257731984,26.912843638225528,31.85624937297622,0.0,-4.943405734750691,medium,,,,False,,,,,
2025,3,2025-09-13 17:00:00+00:00,Coast Guard,Curry College,Cadet Memorial Field,False,,,,53.8865766713443,37.04361002531905,20.802604499955144,0.0,16.241005525363903,medium,,,,False,,,,,
2025,3,2025-09-13 17:00:00+00:00,Georgetown,Lafayette,Cooper Field,True,74.12,3.6660889,0.0,55.46855577705214,24.42980294290793,27.30191041564199,0.0,-2.8721074727340614,medium,,,,False,,,,,
2025,3,2025-09-13 17:00:00+00:00,Howard,Morehouse College,MetLife Stadium,False,,,,46.21346409750986,26.300308481216703,18.854542250796847,0.0,7.445766230419856,medium,,,,False,,,,,
2025,3,2025-09-13 17:00:00+00:00,Northern Michigan,St. Thomas (MN),Superior Dome,False,66.92,1.5534275,0.0,46.559853382933085,10.8190620605861,34.46293100909455,0.0,-23.643868948508448,medium,,,,False,,,,,
2025,3,2025-09-13 17:30:00+00:00,Hanover College,Butler,Alumni Stadium (IN),False,,,,62.63186264585815,36.38877778090953,24.736431577867616,0.0,11.652346203041912,medium,,,,False,,,,,
2025,3,2025-09-13 17:30:00+00:00,Franklin,Hope College,"Stewart """"Red"""" Faught Stadium",False,69.98,7.2700407,0.0,65.1671714762274,18.93397725474276,40.39351613962651,-0.204303663,-21.45953888488376,medium,,,,False,,,,,
2025,3,2025-09-13 17:30:00+00:00,Capital,Catholic,Bernlohr Stadium,False,,,,53.26413433127789,21.44035822435705,31.64812870802116,0.0,-10.20777048366411,medium,,,,False,,,,,
2025,3,2025-09-13 17:30:00+00:00,Baldwin Wallace,Wilmington (OH),George Finnie Stadium,True,,,,52.01421687738906,35.20646235349091,16.88403278674027,0.0,18.32242956675064,medium,,,,False,,,,,
2025,3,2025-09-13 17:30:00+00:00,Hamilton,Williams,Steuben Field,True,,,,46.652447089747184,15.147738901680922,28.011123355420523,0.0,-12.8633844537396,medium,,,,False,,,,,
2025,3,2025-09-13 18:00:00+00:00,Sewanee,Brevard College,Hardee-McGee Field,False,,,,53.679853799738936,19.87719500464812,36.29719141533966,0.0,-16.41999641069154,medium,,,,False,,,,,
2025,3,2025-09-13 18:00:00+00:00,New England College,MIT,,False,53.6,0.8077823000000001,0.0,43.717252391123495,25.24839590371541,16.697123868764493,-0.6399999999999999,8.551272034950916,medium,,,,False,,,,,
2025,3,2025-09-13 18:00:00+00:00,McDaniel College,Salisbury,Kenneth R. Gill Stadium,False,,,,51.20826050397627,4.409190446513952,44.3588132655346,0.0,-39.94962281902065,medium,,,,False,,,,,
2025,3,2025-09-13 18:00:00+00:00,Elmhurst,Rockford,Langhorst Field,False,,,,52.23396785932152,15.92204370742532,31.29960924998224,0.0,-15.37756554255692,medium,,,,False,,,,,
2025,3,2025-09-13 18:00:00+00:00,Lakeland,Greenville,Taylor Field,False,88.52,8.699194,0.0,60.38267253131797,24.954287109140537,34.10380313782294,-0.33292746,-9.149516028682402,medium,,,,False,,,,,
2025,3,2025-09-13 18:00:00+00:00,Saint John's (MN),Minnesota Morris,Clemens Stadium,False,,,,58.17880768410758,42.33492929526966,22.466115678277035,0.0,19.868813616992625,medium,,,,False,,,,,
2025,3,2025-09-13 18:00:00+00:00,Huntingdon College (AL),Hendrix College,Charles Lee Field at Samford Stadium,False,,,,52.68110298412158,33.468846136113584,21.434666707033507,0.0,12.034179429080076,medium,,,,False,,,,,
2025,3,2025-09-13 18:00:00+00:00,Ohio Wesleyan,Maryville College (TN),Selby Stadium,False,,,,49.07517721648804,24.17511596691177,31.01374433013645,0.0,-6.838628363224679,medium,,,,False,,,,,
2025,3,2025-09-13 18:00:00+00:00,Wisconsin-Stevens Pt,St. Norbert,Community Stadium at Goerke Park,False,,,,49.94562934602004,9.5198734866882,35.71232960415377,0.0,-26.19245611746557,medium,,,,False,,,,,
2025,3,2025-09-13 18:00:00+00:00,North Central College,Wisconsin-Oshkosh,Benedetti-Wehrli Stadium,False,,,,74.45358318919006,55.24863510573286,18.348814480618227,0.0,36.89982062511463,medium,,,,False,,,,,
2025,3,2025-09-13 18:00:00+00:00,Anderson (Sc),Greeneville,Spero Financial Field,True,,,,46.46369691013087,21.157000675744897,26.648001227928365,0.0,-5.491000552183468,medium,,,,False,,,,,
2025,3,2025-09-13 18:00:00+00:00,Jamestown College,Southwest Minnesota State,Charlotte & Gordon Hansen Stadium,False,,,,32.63901884544924,14.13208501457219,23.716130462990428,0.0,-9.584045448418236,medium,,,,False,,,,,
2025,3,2025-09-13 18:00:00+00:00,Minnesota State Moorhead,Winona State,Scheels Field at Nemzek Stadium,True,,,,45.78320384705172,21.85854558128155,25.39641404973324,0.0,-3.537868468451688,medium,,,,False,,,,,
2025,3,2025-09-13 18:00:00+00:00,Cornell College (IA),Chicago,Van Metre Field at Ash Park,True,,,,51.41902578049194,15.904783582765669,31.968366958021694,0.0,-16.063583375256023,medium,,,,False,,,,,
2025,3,2025-09-13 18:00:00+00:00,Monmouth (IL),Lawrence University,April Zorn Memorial Stadium,True,,,,58.64980734452209,56.065151338388105,6.246397432590571,0.0,49.818753905797536,medium,,,,False,,,,,
2025,3,2025-09-13 18:00:00+00:00,Ball State,New Hampshire,Scheumann Stadium,False,,,,46.67171503328701,19.26364770228804,25.276479905007847,0.0,-6.012832202719807,medium,,,,False,,,,,
2025,3,2025-09-13 18:00:00+00:00,Indianapolis,Ashland,Key Stadium,False,,,,53.78143474947905,30.76775637875877,23.93563742763516,0.0,6.832118951123608,medium,,,,False,,,,,
2025,3,2025-09-13 18:00:00+00:00,Buena Vista,Wisconsin-Lutheran,J. Leslie Rollins Stadium,False,,,,47.54819422048338,15.095949322974628,29.258354212315133,0.0,-14.162404889340506,medium,,,,False,,,,,
2025,3,2025-09-13 18:00:00+00:00,Wisconsin-River Falls,Coe College,David Smith Stadium at Ramer Field,False,,,,61.8266199895666,34.13551693165169,26.87883899588144,0.0,7.256677935770252,medium,,,,False,,,,,
2025,3,2025-09-13 18:00:00+00:00,Bemidji State,Sioux Falls,Chet Anderson Stadium,True,,,,43.72358369303512,27.07788872028481,18.87898467606824,0.0,8.198904044216576,medium,,,,False,,,,,
2025,3,2025-09-13 18:00:00+00:00,Colorado School Of Mines,Washburn,Marv Kay Stadium at Campbell Field,False,,,,60.37791034614707,45.45242912082622,16.749417219008734,0.0,28.703011901817483,medium,,,,False,,,,,
2025,3,2025-09-13 18:00:00+00:00,West Alabama,University Of Charleston (WV),Tiger Stadium (AL),False,,,,56.05663917038554,19.128382219204934,40.433260992159695,0.0,-21.30487877295476,medium,,,,False,,,,,
2025,3,2025-09-13 18:00:00+00:00,Grinnell,Beloit,Rosenbloom Field,True,,,,32.44881318423444,13.251868731413078,17.958399875257513,0.0,-4.706531143844435,medium,,,,False,,,,,
2025,3,2025-09-13 18:00:00+00:00,Knox College,Ripon,Harley Knosher Bowl,True,,,,44.25777250676302,14.917286487060728,28.50601683177795,0.0,-13.58873034471722,medium,,,,False,,,,,
2025,3,2025-09-13 18:00:00+00:00,Illinois College,Lake Forest College,England Stadium,True,58.64,4.970968,0.0,73.6108369254964,40.850266482103294,26.24266211699524,-0.1359999999999999,14.607604365108056,medium,,,,False,,,,,
2025,3,2025-09-13 18:00:00+00:00,Roosevelt,Southwest Baptist,Morris Field,False,86.36,14.9750411,0.0,44.63924306607097,15.09646522794923,30.53121224752253,-0.897753699,-15.434747019573305,medium,,,,False,,,,,
2025,3,2025-09-13 18:00:00+00:00,Wisconsin-Stout,Wartburg,Don and Nona Williams Stadium,False,73.94,6.337984199999999,0.0,60.55290970094292,23.214545471604985,37.73529296713561,-0.1204185779999999,-14.520747495530625,medium,,,,False,,,,,
2025,3,2025-09-13 18:00:00+00:00,Central College,Randolph-Macon,Ron and Joyce Schipper Stadium,False,,,,59.70943737596718,27.457959973958165,33.29414361055903,0.0,-5.836183636600868,medium,,,,False,,,,,
2025,3,2025-09-13 18:00:00+00:00,Crown College,Simpson College (IA),Old National Bank Stadium,False,,,,47.745718172942894,19.79469149522656,30.363514650025127,0.0,-10.568823154798569,medium,,,,False,,,,,
2025,3,2025-09-13 18:00:00+00:00,Nebraska Wesleyan,Mayville State,Abel Stadium,False,,,,52.41410370917176,17.665499635366842,33.62667197732023,0.0,-15.961172341953386,medium,,,,False,,,,,
2025,3,2025-09-13 18:00:00+00:00,Martin Luther,Luther,MLC Bowl,False,,,,40.921996598442895,25.894202769525595,14.643797504550273,0.0,11.250405264975324,medium,,,,False,,,,,
2025,3,2025-09-13 18:00:00+00:00,Edward Waters,Virginia Union,Earl Kitchings Stadium,False,,,,62.27252554653666,20.23100988838096,40.24397908229887,0.0,-20.01296919391791,medium,,,,False,,,,,
2025,3,2025-09-13 18:30:00+00:00,Bridgewater State,Westfield State,Edward C. Swenson Athletic Complex,True,,,,50.61765778310808,28.49523208886754,17.787645693091,0.0,10.707586395776538,medium,,,,False,,,,,
2025,3,2025-09-13 18:30:00+00:00,Western Carolina,Elon,E. J. Whitmire Stadium,False,65.3,1.864113,0.2,59.5554246707442,33.52852134600165,30.086343706973302,0.0,3.442177639028344,medium,,,,False,,,,,
2025,3,2025-09-13 18:30:00+00:00,Tennessee Tech,Davidson,Tucker Stadium,False,75.2,4.7224196,0.0,62.37400328134108,26.413161134360447,36.20051073518361,0.0,-9.787349600823166,medium,,,,False,,,,,
2025,3,2025-09-13 18:30:00+00:00,Northwest Missouri St,Texas A&M-Kingsville,Bearcat Stadium,False,,,,51.18224265465117,32.14903690614544,19.525611712903626,0.0,12.623425193241816,medium,,,,False,,,,,
2025,3,2025-09-13 19:00:00+00:00,Montana,North Dakota,Washington-Grizzly Stadium,False,92.84,3.106855,0.0,48.520226339567046,33.98321002806015,18.09593763884604,0.0,15.887272389214107,medium,,,,False,,,,,
2025,3,2025-09-13 19:00:00+00:00,Delaware,UConn,Delaware Stadium,False,72.14,3.3554034,0.0,54.243800268621946,34.384491642023,17.875104005539335,0.0,16.509387636483666,medium,62.26,2.3,-0.0,False,,,,,
2025,3,2025-09-13 19:00:00+00:00,Jackson State,Tuskegee,Mississippi Veterans Memorial Stadium,False,89.78,2.9825808,0.0,52.54260175958588,30.73767366924931,21.261181400228747,0.0,9.476492269020564,medium,,,,False,,,,,
2025,3,2025-09-13 19:00:00+00:00,Minot State,Concordia University St Paul,Herb Parker Stadium,True,,,,52.33730491952553,27.506870529735885,20.107948910325337,0.0,7.398921619410547,medium,,,,False,,,,,
2025,3,2025-09-13 19:00:00+00:00,Southern Nazarene,Southern Arkansas,Southern Nazarene University Football Stadium,True,,,,59.660304457658846,24.85237999652944,36.60129787344794,0.0,-11.748917876918505,medium,,,,False,,,,,
2025,3,2025-09-13 19:00:00+00:00,Bowdoin,Tufts,Whittier Field,True,,,,54.429104051705714,15.491489625237572,36.02871364343892,0.0,-20.537224018201343,medium,,,,False,,,,,
2025,3,2025-09-13 19:00:00+00:00,Eastern Illinois,Illinois State,O'Brien Stadium,False,56.48,7.1457665,0.0,52.21166434519261,17.960726879358553,28.65849990351001,-0.5451189850000003,-10.697773024151456,medium,,,,False,,,,,
2025,3,2025-09-13 19:00:00+00:00,University of Mary,Augustana University (SD),MDU Resources Community Bowl,True,80.06,8.8856053,0.0,51.44189462356854,15.205087165764748,36.88966579271702,-0.349704477,-21.68457862695228,medium,,,,False,,,,,
2025,3,2025-09-13 19:30:00+00:00,Rutgers,Norfolk State,SHI Stadium,False,75.56,5.2816535,0.0,50.53826821604257,25.54297747435056,24.882795962387377,-0.025348815,0.6601815119631844,medium,66.38,1.99,-0.0,False,,,,,
2025,3,2025-09-13 19:30:00+00:00,Missouri State,SMU,Plaster Sports Complex,False,,,,66.10854766875426,21.56217919591175,36.71735451090413,0.0,-15.15517531499238,medium,96.53,9.93,-0.74,True,,,,,
2025,3,2025-09-13 19:30:00+00:00,West Virginia,Pittsburgh,Milan Puskar Stadium,False,69.25999999999999,5.3437906,0.0,44.454707382818455,24.75662108822856,20.359255466929127,-0.030941154,4.397365621299432,medium,48.0,0.0,-0.12,False,,,,,
2025,3,2025-09-13 19:30:00+00:00,Bucknell,VMI,Christy Mathewson-Memorial Stadium,False,,,,54.62934576638819,25.7617751123369,26.56169143385493,0.0,-0.7999163215180332,medium,,,,False,,,,,
2025,3,2025-09-13 19:30:00+00:00,Penn State,Villanova,Beaver Stadium,False,66.56,2.9825808,0.0,48.49049344849238,27.1368242142277,13.832160755584145,0.0,13.304663458643558,medium,60.42,1.99,-0.0,False,,,,,
2025,3,2025-09-13 19:30:00+00:00,Upper Iowa University,South Dakota Mines,Harms-Eischeid Stadium,False,,,,54.9727453320678,20.97899403500072,35.70670834695427,0.0,-14.72771431195356,medium,,,,False,,,,,
2025,3,2025-09-13 19:30:00+00:00,Campbell,Furman,Barker-Lane Stadium,False,,,,57.38959306599792,20.539106534847097,32.65014009039663,0.0,-12.111033555549536,medium,,,,False,,,,,
2025,3,2025-09-13 19:30:00+00:00,Tennessee,Georgia,Neyland Stadium,True,78.62,4.4738712000000005,0.0,49.30695278714308,21.29737157837148,29.228174765805523,0.0,-7.930803187434041,medium,61.86,6.91,-0.29,False,,,,,
2025,3,2025-09-13 19:30:00+00:00,Purdue,USC,Ross-Ade Stadium,True,73.58,6.4622584000000005,0.0,50.46589042491994,15.82246871962493,31.68391681774655,-0.131603256,-15.86144809812162,medium,58.64,1.01,-0.01,False,,,,,
2025,3,2025-09-13 19:30:00+00:00,Michigan State,Youngstown State,Spartan Stadium,False,89.78,11.7439119,0.0,42.758740527912,16.189114646757897,19.0804526736946,-0.606952071,-2.8913380269367046,medium,84.69,15.43,-1.56,True,,,,,
2025,3,2025-09-13 19:30:00+00:00,Stony Brook,Fordham,Kenneth P. LaValle Stadium,False,72.86,6.337984199999999,0.0,52.48793724778686,20.411657309596063,29.192129333856528,-0.1204185779999999,-8.780472024260462,medium,,,,False,,,,,
2025,3,2025-09-13 19:30:00+00:00,North Texas,Washington State,DATCU Stadium,False,82.94,6.9593552,1.1,60.86203358900743,24.69144343317785,29.804603393256745,-0.176341968,-5.113159960078892,medium,93.81,13.47,-1.27,True,,,,,
2025,3,2025-09-13 19:30:00+00:00,Texas Tech,Oregon State,Jones AT&T Stadium,False,84.2,8.8856053,0.0,53.51677296065268,32.007296399794214,23.71617031198041,-0.349704477,8.291126087813808,medium,85.82,18.39,-2.01,True,,,,,
2025,3,2025-09-13 19:30:00+00:00,UTSA,Incarnate Word,Alamodome,False,78.8,13.9808475,1.5,54.57092669665848,27.21140251331381,29.42412793874768,-0.808276275,-2.2127254254338595,medium,90.75,9.53,-0.68,True,,,,,
2025,3,2025-09-13 19:30:00+00:00,North Carolina,Richmond,Kenan Stadium,False,74.3,6.4001213,0.0,48.22223441948219,28.01995377097532,21.585017510056687,-0.126010917,6.434936260918629,medium,83.52,6.82,-0.27,True,,,,,
2025,3,2025-09-13 19:30:00+00:00,Cincinnati,Northwestern State,Nippert Stadium,False,74.3,7.0214923,0.0,45.67259760079561,32.18801869440434,11.182899943523196,-0.181934307,21.005118750881152,medium,62.71,6.91,-0.29,False,,,,,
2025,3,2025-09-13 19:30:00+00:00,North Dakota State,Southeast Missouri State,Fargodome,False,,,,58.726582031675406,37.25873340307348,17.343419194994155,0.0,19.915314208079323,medium,,,,False,,,,,
2025,3,2025-09-13 19:30:00+00:00,Toledo,Morgan State,Glass Bowl,False,72.86,7.8914117,0.0,47.999831941903,39.16927523472137,14.220571001624108,-0.260227053,24.948704233097256,medium,,,,False,,,,,
2025,3,2025-09-13 20:00:00+00:00,Arkansas State,Iowa State,Centennial Bank Stadium,False,89.24,9.1962908,0.0,53.145947059612176,22.604122548788137,26.31220325784741,-0.377666172,-3.708080709059274,medium,76.89,8.05,-0.46,True,,,,,
2025,3,2025-09-13 20:00:00+00:00,Missouri,Louisiana,Memorial Stadium,False,71.96,14.291533,0.3,50.72669234810225,24.80513161611702,20.898906688918032,-0.83623797,3.906224927198988,medium,59.09,5.79,-0.13,False,,,,,
2025,3,2025-09-13 20:00:00+00:00,Ohio Northern,Heidelberg,Dial-Roberson Stadium,True,,,,48.05305297873811,19.60493463739018,29.909414640057783,0.0,-10.304480002667606,medium,,,,False,,,,,
2025,3,2025-09-13 20:00:00+00:00,Charleston Southern,Lindenwood,Buccaneer Field,True,,,,58.60080088039694,16.931263520862743,37.54473897787926,0.0,-20.61347545701652,medium,,,,False,,,,,
2025,3,2025-09-13 20:00:00+00:00,Eastern Oregon,Whitworth,,False,53.6,0.8077823000000001,0.0,50.40200556592873,11.306543225375966,37.53277688025207,-0.6399999999999999,-26.226233654876104,medium,,,,False,,,,,
2025,3,2025-09-13 20:00:00+00:00,Lake Erie,Wheeling,Jack Britt Memorial Stadium,False,,,,49.772865917568055,13.86171684834711,35.7437426642098,0.0,-21.88202581586269,medium,,,,False,,,,,
2025,3,2025-09-13 20:00:00+00:00,Indiana-Pennsylvania,Lock Haven University,George P. Miller Stadium,True,,,,50.24035634566961,33.25613388802702,15.52696968446262,0.0,17.7291642035644,medium,,,,False,,,,,
2025,3,2025-09-13 20:00:00+00:00,UMass Dartmouth,Fitchburg State,Cressy Field,True,,,,70.32955534845208,62.65823862938152,6.436641367052016,0.0,56.2215972623295,medium,,,,False,,,,,
2025,3,2025-09-13 20:00:00+00:00,Lewis & Clark College,NEWBERG,Griswold Stadium,True,,,,49.4943069030058,26.98558703912944,19.15148096360684,0.0,7.834106075522609,medium,,,,False,,,,,
2025,3,2025-09-13 20:00:00+00:00,Willamette,Pacific (OR),McCulloch Stadium,True,87.8,0.4970968,0.0,52.46590519003683,11.52166656919966,41.99848170479401,0.0,-30.47681513559435,medium,,,,False,,,,,
2025,3,2025-09-13 20:00:00+00:00,Pacific Lutheran,Simpson University (Ca),Sparks Stadium,False,,,,44.44353053850696,33.85198135812505,9.43085320973206,0.0,24.42112814839299,medium,,,,False,,,,,
2025,3,2025-09-13 20:15:00+00:00,Texas,UTEP,DKR-Texas Memorial Stadium,False,,,,58.23361435088314,37.91265060544885,14.065921118759247,0.0,23.846729486689604,medium,55.45,3.13,-0.05,False,,,,,
2025,3,2025-09-13 20:30:00+00:00,Miami,South Florida,Hard Rock Stadium,False,86.0,7.3321778,2.6,56.85444971606046,33.667544203512,22.556842346221977,-0.209896002,11.11070185729002,medium,85.05,8.05,-0.46,False,,,,,
2025,3,2025-09-13 20:30:00+00:00,Tennessee State,Alabama A&M,Nissan Stadium,False,82.94,2.485484,0.0,52.76485411933433,23.187726623269224,28.677279990667536,0.0,-5.489553367398312,medium,,,,False,,,,,
